"filename","n","e","l","u","EA","HybridIA","diff"
"Grid_10_10_1123_0_0_10_25.fvs",100,180,10,25,567.6,566.2,0.247262451430586
"Grid_10_10_1163_0_0_10_50.fvs",100,180,10,50,950.2,945.6,0.48646362098139
"Grid_10_10_1203_0_0_10_75.fvs",100,180,10,75,1566.8,1556,0.694087403598969
"Grid_7_7_403_0_0_10_25.fvs",49,84,10,25,253.6,252,0.634920634920633
"Grid_7_7_443_0_0_10_50.fvs",49,84,10,50,438.4,437.6,0.182815356489935
"Grid_7_7_483_0_0_10_75.fvs",49,84,10,75,720.8,713.6,1.00896860986546
