instances/Rand/Rand_100_247_7603_10_25.fvs	100	247	10	25	7603	544	0001000000010110100011100000000100001010100000011010111000010100100010000001011010001010110001100100
instances/Rand/Rand_100_247_7611_10_25.fvs	100	247	10	25	7611	428	0101001000000110011010000100001010100010010100011000000001000011111000101000011000011000000000011000
instances/Rand/Rand_100_247_7619_10_25.fvs	100	247	10	25	7619	543	0010010010000101001010011011011100000001001100000110001011000011000000001101000101101001000001100100
instances/Rand/Rand_100_247_7627_10_25.fvs	100	247	10	25	7627	565	0001110001101110100000001001000110101000000000011101000100000100101101000000000100000101110100001001
instances/Rand/Rand_100_247_7635_10_25.fvs	100	247	10	25	7635	456	0011100001000010010100100011000111011000000010010110011100011010000101000000010100001010010100000100
instances/Rand/Rand_100_247_7643_10_50.fvs	100	247	10	50	7643	897	0110000010000000001000000010111001100101111001100001110000010010110111000000000011011100101000000100
instances/Rand/Rand_100_247_7651_10_50.fvs	100	247	10	50	7651	873	0101010100000000010000101101011000110010100000100111110000100011101110000011000100100101010000111000
instances/Rand/Rand_100_247_7659_10_50.fvs	100	247	10	50	7659	859	0100100010110101010001100001001011000001111011001100000100001100101011001001000001001100001000001100
instances/Rand/Rand_100_247_7667_10_50.fvs	100	247	10	50	7667	788	0000001001100010001000000010001010100110001111000100010010000110000010111011101000001000011100000011
instances/Rand/Rand_100_247_7675_10_50.fvs	100	247	10	50	7675	806	0100001100000011000101101011000000000101100010100010010100000110000100010010010001100100010101110100
instances/Rand/Rand_100_247_7683_10_75.fvs	100	247	10	75	7683	1095	0001111100101000010001010101001010011000001000000011010100000110010100111111001110001000100011110000
instances/Rand/Rand_100_247_7691_10_75.fvs	100	247	10	75	7691	1167	0010011100111100110000111100011100000000000011010101000100111101010000001100000001000010000010000111
instances/Rand/Rand_100_247_7699_10_75.fvs	100	247	10	75	7699	1122	0001101010001010101010010010110101001010000001100100101000000110011110010101100000011100010100001000
instances/Rand/Rand_100_247_7707_10_75.fvs	100	247	10	75	7707	1315	0101110010011100001010101100100110001001001001100110000100000000000001100001011000010100100011001100
instances/Rand/Rand_100_247_7715_10_75.fvs	100	247	10	75	7715	1460	1001001001000001000110111110001111100000000101110001001001100010010100010100100100000011001101001010
instances/Rand/Rand_100_3069_9763_10_25.fvs	100	3069	10	25	9763	1143	1111111101111111111111101111011111111110111111111111001110111011111111111111111111111111110011111111
instances/Rand/Rand_100_3069_9771_10_25.fvs	100	3069	10	25	9771	1111	1111111111011111111111011111101111011111111111111111111111111101111011101101111111110111110111111111
instances/Rand/Rand_100_3069_9779_10_25.fvs	100	3069	10	25	9779	1161	1111110111111111101010011000111111111111101111111111111011111111111111111111111111111111110111111111
instances/Rand/Rand_100_3069_9787_10_25.fvs	100	3069	10	25	9787	1125	1110111111111111111100111111111101111111111110111111111111111111101111111110111111111110111101111110
instances/Rand/Rand_100_3069_9795_10_25.fvs	100	3069	10	25	9795	1134	1011111111110101111110111111111111111111111111111111111101101110111111001111111111111111111011111111
instances/Rand/Rand_100_3069_9803_10_50.fvs	100	3069	10	50	9803	2132	1101111111111111111111111101111111111111011101111111111111001111111110111111111111011001111111011111
instances/Rand/Rand_100_3069_9811_10_50.fvs	100	3069	10	50	9811	1853	0110111101111011110111111111111111111110111111111011111111110111111111111111111111110111111111111111
instances/Rand/Rand_100_3069_9819_10_50.fvs	100	3069	10	50	9819	1950	1111111111110111111111111111100111111111111111011110111111111110101111111110111111111011111111111111
instances/Rand/Rand_100_3069_9827_10_50.fvs	100	3069	10	50	9827	2845	0111110001111111111111111111111111111111111110111101111111111101111101111111111111111111111011111011
instances/Rand/Rand_100_3069_9835_10_50.fvs	100	3069	10	50	9835	2164	0111101011111111111110011111111111111111110101111110111111111111111111111111111111111111111111101111
instances/Rand/Rand_100_3069_9843_10_75.fvs	100	3069	10	75	9843	3256	1111111101111111111111111111101110111111111101111111101111111111111111101111111111111101111110101111
instances/Rand/Rand_100_3069_9851_10_75.fvs	100	3069	10	75	9851	3078	1111101111111111011111111110111111111111111110111111100111011110111111111111111011111111111111111011
instances/Rand/Rand_100_3069_9859_10_75.fvs	100	3069	10	75	9859	2991	1111111111110111111111111111111111111111111111111111111111100101111111111111101011101101111101111111
instances/Rand/Rand_100_3069_9867_10_75.fvs	100	3069	10	75	9867	3691	0111101110111101111111111111011111111111111111111111111111110110111111111111111101111111111111101111
instances/Rand/Rand_100_3069_9875_10_75.fvs	100	3069	10	75	9875	3166	1111111111011111111111111110111111011011111111111111111101110111111111111111101111111111011111110110
instances/Rand/Rand_100_841_8683_10_25.fvs	100	841	10	25	8683	803	1110101011011111010111110101110101010101110011110101111011100001011001100111101101101101111001011110
instances/Rand/Rand_100_841_8691_10_25.fvs	100	841	10	25	8691	847	0111111110111111111011111000110111000110010100110101110010110001111111001110101110010111101011011111
instances/Rand/Rand_100_841_8699_10_25.fvs	100	841	10	25	8699	867	0100101101101101111101010100111011111110111011110011111111111101101010000101101011111011011110000111
instances/Rand/Rand_100_841_8707_10_25.fvs	100	841	10	25	8707	800	0011011011101110110111101111011111111011101110110110111000110101101100000110111101111111101001001111
instances/Rand/Rand_100_841_8715_10_25.fvs	100	841	10	25	8715	832	0111111101101001111111010000010011001111101110110101111111110110011010001111001011111000111101111101
instances/Rand/Rand_100_841_8723_10_50.fvs	100	841	10	50	8723	2529	1111111000010111000111111111110101110111001101101100000110010110101100110100000101111110001111010001
instances/Rand/Rand_100_841_8731_10_50.fvs	100	841	10	50	8731	2769	1100110111001110110011101011110110100111001111111011011001010111101101000100111101011101011110101111
instances/Rand/Rand_100_841_8739_10_50.fvs	100	841	10	50	8739	1869	1011101101011110011100100111111111110111101111111111010011101101110011100010011101101010111100110110
instances/Rand/Rand_100_841_8747_10_50.fvs	100	841	10	50	8747	2592	0111011011111110111000011101010111011110111101100010010001011111101000110000110101010101110101001010
instances/Rand/Rand_100_841_8755_10_50.fvs	100	841	10	50	8755	1607	0000011101010000110111010111101111101101011111111001111111011101111111110111010000111101011011111110
instances/Rand/Rand_100_841_8763_10_75.fvs	100	841	10	75	8763	2252	0011111000111110110110110110101110101010011111101111111111001110111100111111110111010011110101001101
instances/Rand/Rand_100_841_8771_10_75.fvs	100	841	10	75	8771	2627	1011111011101101111011111111100010111111011010101111111001111010010100110111110101111100101010110101
instances/Rand/Rand_100_841_8779_10_75.fvs	100	841	10	75	8779	2675	1011111111111110101111001111110001111011001101111111111101011110111011001101011111110001011110010110
instances/Rand/Rand_100_841_8787_10_75.fvs	100	841	10	75	8787	2462	0001111100111011011111111100111010111101111110111100010111011111011111100101011110101010111101001111
instances/Rand/Rand_100_841_8795_10_75.fvs	100	841	10	75	8795	2212	1011111100101110001101011100101111111010110110010011001111111101110111101111011101101111111101111011
instances/Rand/Rand_50_232_3643_10_25.fvs	50	232	10	25	3643	403	01010011001001111011001110110110001010011000111001
instances/Rand/Rand_50_232_3651_10_25.fvs	50	232	10	25	3651	381	11111011100001111101100001000001011110000101110000
instances/Rand/Rand_50_232_3659_10_25.fvs	50	232	10	25	3659	402	01110110100110001110011001111101110100101000010011
instances/Rand/Rand_50_232_3667_10_25.fvs	50	232	10	25	3667	365	01001111010110101101101011000010100101010100110101
instances/Rand/Rand_50_232_3675_10_25.fvs	50	232	10	25	3675	383	11011001100000001000010010101011101110101111110110
instances/Rand/Rand_50_232_3683_10_50.fvs	50	232	10	50	3683	584	01101100100001111101010110000111110000100111101011
instances/Rand/Rand_50_232_3691_10_50.fvs	50	232	10	50	3691	649	11101110101001110011011111010110000000111111000011
instances/Rand/Rand_50_232_3699_10_50.fvs	50	232	10	50	3699	763	00111110011100111110010000111000101110011100100011
instances/Rand/Rand_50_232_3707_10_50.fvs	50	232	10	50	3707	704	01111111000101000111110010011010011010010010101001
instances/Rand/Rand_50_232_3715_10_50.fvs	50	232	10	50	3715	850	10011111001111011101000101010110101101110010011001
instances/Rand/Rand_50_232_3723_10_75.fvs	50	232	10	75	3723	800	00110110011001001010011100011010010010101111111011
instances/Rand/Rand_50_232_3731_10_75.fvs	50	232	10	75	3731	1258	01111111000000110011110010100011010110101110101100
