Rand_50_85_2563_10_25.fvs	182
Rand_50_85_2571_10_25.fvs	180
Rand_50_85_2579_10_25.fvs	163
Rand_50_85_2587_10_25.fvs	165
Rand_50_85_2595_10_25.fvs	183
Rand_50_85_2603_10_50.fvs	315
Rand_50_85_2611_10_50.fvs	294
Rand_50_85_2619_10_50.fvs	273
Rand_50_85_2627_10_50.fvs	283
Rand_50_85_2635_10_50.fvs	239
Rand_50_85_2643_10_75.fvs	383
Rand_50_85_2651_10_75.fvs	284
Rand_50_85_2659_10_75.fvs	360
Rand_50_85_2667_10_75.fvs	395
Rand_50_85_2675_10_75.fvs	318
Rand_50_232_3643_10_25.fvs	400
Rand_50_232_3651_10_25.fvs	381
Rand_50_232_3659_10_25.fvs	402
Rand_50_232_3667_10_25.fvs	365
Rand_50_232_3675_10_25.fvs	383
Rand_50_232_3683_10_50.fvs	578
Rand_50_232_3691_10_50.fvs	649
Rand_50_232_3699_10_50.fvs	763
Rand_50_232_3707_10_50.fvs	704
Rand_50_232_3715_10_50.fvs	849
Rand_50_232_3723_10_75.fvs	800
Rand_50_232_3731_10_75.fvs	1245
Rand_50_232_3739_10_75.fvs	983
Rand_50_232_3747_10_75.fvs	872
Rand_50_232_3755_10_75.fvs	858
Rand_50_784_4723_10_25.fvs	505
Rand_50_784_4731_10_25.fvs	547
Rand_50_784_4739_10_25.fvs	709
Rand_50_784_4747_10_25.fvs	554
Rand_50_784_4755_10_25.fvs	695
Rand_50_784_4763_10_50.fvs	1397
Rand_50_784_4771_10_50.fvs	1114
Rand_50_784_4779_10_50.fvs	1029
Rand_50_784_4787_10_50.fvs	1291
Rand_50_784_4795_10_50.fvs	1028
Rand_50_784_4803_10_75.fvs	1476
Rand_50_784_4811_10_75.fvs	1697
Rand_50_784_4819_10_75.fvs	1574
Rand_50_784_4827_10_75.fvs	1935
Rand_50_784_4835_10_75.fvs	1562
Rand_100_247_7603_10_25.fvs	540
Rand_100_247_7611_10_25.fvs	418
Rand_100_247_7619_10_25.fvs	536
Rand_100_247_7627_10_25.fvs	549
Rand_100_247_7635_10_25.fvs	449
Rand_100_247_7643_10_50.fvs	888
Rand_100_247_7651_10_50.fvs	860
Rand_100_247_7659_10_50.fvs	845
Rand_100_247_7667_10_50.fvs	788
Rand_100_247_7675_10_50.fvs	788
Rand_100_247_7683_10_75.fvs	1085
Rand_100_247_7691_10_75.fvs	1127
Rand_100_247_7699_10_75.fvs	1079
Rand_100_247_7707_10_75.fvs	1311
Rand_100_247_7715_10_75.fvs	1434
Rand_100_3069_9763_10_25.fvs	1143
Rand_100_3069_9771_10_25.fvs	1111
Rand_100_3069_9779_10_25.fvs	1161
Rand_100_3069_9787_10_25.fvs	1121
Rand_100_3069_9795_10_25.fvs	1134
Rand_100_3069_9803_10_50.fvs	2132
Rand_100_3069_9811_10_50.fvs	1853
Rand_100_3069_9819_10_50.fvs	1950
Rand_100_3069_9827_10_50.fvs	2845
Rand_100_3069_9835_10_50.fvs	2115
Rand_100_3069_9843_10_75.fvs	3255
Rand_100_3069_9851_10_75.fvs	3069
Rand_100_3069_9859_10_75.fvs	2991
Rand_100_3069_9867_10_75.fvs	3665
Rand_100_3069_9875_10_75.fvs	3163
Rand_100_841_8683_10_25.fvs	801
Rand_100_841_8691_10_25.fvs	841
Rand_100_841_8699_10_25.fvs	866
Rand_100_841_8707_10_25.fvs	798
Rand_100_841_8715_10_25.fvs	828
Rand_100_841_8723_10_50.fvs	1608
Rand_100_841_8731_10_50.fvs	1829
Rand_100_841_8739_10_50.fvs	1867
Rand_100_841_8747_10_50.fvs	1711
Rand_100_841_8755_10_50.fvs	1607
Rand_100_841_8763_10_75.fvs	2203
Rand_100_841_8771_10_75.fvs	2601
Rand_100_841_8779_10_75.fvs	2671
Rand_100_841_8787_10_75.fvs	2445
Rand_100_841_8795_10_75.fvs	2182
Grid_7_7_403_0_0_10_25.fvs	254
Grid_7_7_411_0_0_10_25.fvs	255
Grid_7_7_419_0_0_10_25.fvs	245
Grid_7_7_427_0_0_10_25.fvs	258
Grid_7_7_435_0_0_10_25.fvs	248
Grid_7_7_443_0_0_10_50.fvs	468
Grid_7_7_451_0_0_10_50.fvs	402
Grid_7_7_459_0_0_10_50.fvs	434
Grid_7_7_467_0_0_10_50.fvs	458
Grid_7_7_475_0_0_10_50.fvs	426
Grid_7_7_483_0_0_10_75.fvs	698
Grid_7_7_491_0_0_10_75.fvs	698
Grid_7_7_499_0_0_10_75.fvs	727
Grid_7_7_507_0_0_10_75.fvs	723
Grid_7_7_515_0_0_10_75.fvs	722
Grid_10_10_1123_0_0_10_25.fvs	571
Grid_10_10_1131_0_0_10_25.fvs	576
Grid_10_10_1139_0_0_10_25.fvs	570
Grid_10_10_1147_0_0_10_25.fvs	540
Grid_10_10_1155_0_0_10_25.fvs	574
Grid_10_10_1163_0_0_10_50.fvs	905
Grid_10_10_1171_0_0_10_50.fvs	923
Grid_10_10_1179_0_0_10_50.fvs	948
Grid_10_10_1187_0_0_10_50.fvs	996
Grid_10_10_1195_0_0_10_50.fvs	956
Grid_10_10_1203_0_0_10_75.fvs	1508
Grid_10_10_1211_0_0_10_75.fvs	1511
Grid_10_10_1219_0_0_10_75.fvs	1597
Grid_10_10_1227_0_0_10_75.fvs	1561
Grid_10_10_1235_0_0_10_75.fvs	1603
